cathode TotalCurrent(SSE_n44_des) X,cathode TotalCurrent(SSE_n44_des) Y,cathode TotalCurrent(SSE_n45_des) X,cathode TotalCurrent(SSE_n45_des) Y,cathode TotalCurrent(SSE_n47_des) X,cathode TotalCurrent(SSE_n47_des) Y,cathode TotalCurrent(SSE_n48_des) X,cathode TotalCurrent(SSE_n48_des) Y
1.2386693e-11,6.3973463e-05,1.2386693e-11,6.4477671e-05,1.2386693e-11,6.410741e-05,1.2386693e-11,7.3525136e-05
1.2486693e-11,6.3495168e-05,1.2486693e-11,6.4014e-05,1.2486693e-11,6.3659135e-05,1.2486693e-11,7.3254535e-05
1.2586693e-11,6.2971471e-05,1.2586693e-11,6.350348e-05,1.2586693e-11,6.3162404e-05,1.2586693e-11,7.2920427e-05
1.2686693e-11,6.2406996e-05,1.2686693e-11,6.2950692e-05,1.2686693e-11,6.2621754e-05,1.2686693e-11,7.2527259e-05
1.2786693e-11,6.1806241e-05,1.2786693e-11,6.2360104e-05,1.2786693e-11,6.2041623e-05,1.2786693e-11,7.2079505e-05
1.2886693e-11,6.1173545e-05,1.2886693e-11,6.173604e-05,1.2886693e-11,6.1426328e-05,1.2886693e-11,7.1581625e-05
1.2986693e-11,6.051307e-05,1.2986693e-11,6.1082656e-05,1.2986693e-11,6.0780037e-05,1.2986693e-11,7.1038033e-05
1.3086693e-11,5.9828777e-05,1.3086693e-11,6.040392e-05,1.3086693e-11,6.0106745e-05,1.3086693e-11,7.0453061e-05
1.3186693e-11,5.9124416e-05,1.3186693e-11,5.9703599e-05,1.3186693e-11,5.941026e-05,1.3186693e-11,6.9830931e-05
1.3286693e-11,5.8403514e-05,1.3286693e-11,5.8985247e-05,1.3286693e-11,5.8694186e-05,1.3286693e-11,6.9175732e-05
1.3386693e-11,5.7669367e-05,1.3386693e-11,5.8252195e-05,1.3386693e-11,5.7961918e-05,1.3386693e-11,6.84914e-05
1.3486693e-11,5.6925041e-05,1.3486693e-11,5.7507549e-05,1.3486693e-11,5.7216635e-05,1.3486693e-11,6.7781699e-05
1.3586693e-11,5.6173366e-05,1.3586693e-11,5.6754191e-05,1.3586693e-11,5.6461294e-05,1.3586693e-11,6.7050209e-05
1.3686693e-11,5.5416945e-05,1.3686693e-11,5.5994775e-05,1.3686693e-11,5.5698634e-05,1.3686693e-11,6.6300314e-05
1.3786693e-11,5.4658153e-05,1.3786693e-11,5.5231735e-05,1.3786693e-11,5.4931173e-05,1.3786693e-11,6.5535199e-05
1.3886693e-11,5.3899148e-05,1.3886693e-11,5.4467288e-05,1.3886693e-11,5.4161218e-05,1.3886693e-11,6.4757843e-05
1.3986693e-11,5.3141874e-05,1.3986693e-11,5.3703445e-05,1.3986693e-11,5.3390866e-05,1.3986693e-11,6.3971017e-05
1.4086693e-11,5.2388076e-05,1.4086693e-11,5.2942014e-05,1.4086693e-11,5.2622015e-05,1.4086693e-11,6.3177286e-05
1.4186693e-11,5.1639303e-05,1.4186693e-11,5.2184612e-05,1.4186693e-11,5.1856368e-05,1.4186693e-11,6.2379013e-05
1.4286693e-11,5.0896925e-05,1.4286693e-11,5.1432674e-05,1.4286693e-11,5.1095448e-05,1.4286693e-11,6.1578361e-05
1.4386693e-11,5.0162141e-05,1.4386693e-11,5.0687467e-05,1.4386693e-11,5.0340603e-05,1.4386693e-11,6.0777299e-05
1.4486693e-11,4.9435991e-05,1.4486693e-11,4.9950096e-05,1.4486693e-11,4.9593016e-05,1.4486693e-11,5.9977613e-05
1.4586693e-11,4.8719367e-05,1.4586693e-11,4.9221517e-05,1.4586693e-11,4.8853722e-05,1.4586693e-11,5.9180909e-05
1.4686693e-11,4.8013024e-05,1.4686693e-11,4.8502548e-05,1.4686693e-11,4.8123612e-05,1.4686693e-11,5.8388625e-05
1.4786693e-11,4.7317593e-05,1.4786693e-11,4.7793881e-05,1.4786693e-11,4.7403444e-05,1.4786693e-11,5.7602038e-05
1.4886693e-11,4.663359e-05,1.4886693e-11,4.7096091e-05,1.4886693e-11,4.6693858e-05,1.4886693e-11,5.6822277e-05
1.4986693e-11,4.5961424e-05,1.4986693e-11,4.6409645e-05,1.4986693e-11,4.5995383e-05,1.4986693e-11,5.605033e-05
1.5086693e-11,4.5301415e-05,1.5086693e-11,4.5734914e-05,1.5086693e-11,4.5308447e-05,1.5086693e-11,5.5287054e-05
1.5186693e-11,4.4653793e-05,1.5186693e-11,4.5072184e-05,1.5186693e-11,4.4633387e-05,1.5186693e-11,5.4533187e-05
1.5286693e-11,4.4018716e-05,1.5286693e-11,4.4421659e-05,1.5286693e-11,4.3970456e-05,1.5286693e-11,5.3789356e-05
1.5386693e-11,4.3396272e-05,1.5386693e-11,4.3783477e-05,1.5386693e-11,4.3319837e-05,1.5386693e-11,5.3056085e-05
1.5486693e-11,4.2786492e-05,1.5486693e-11,4.3157709e-05,1.5486693e-11,4.2681643e-05,1.5486693e-11,5.2333807e-05
1.5586693e-11,4.2189352e-05,1.5586693e-11,4.2544377e-05,1.5586693e-11,4.2055932e-05,1.5586693e-11,5.1622871e-05
1.5686693e-11,4.1604784e-05,1.5686693e-11,4.1943449e-05,1.5686693e-11,4.1442709e-05,1.5686693e-11,5.0923551e-05
1.5786693e-11,4.103268e-05,1.5786693e-11,4.1354856e-05,1.5786693e-11,4.0841934e-05,1.5786693e-11,5.023605e-05
1.5886693e-11,4.0472899e-05,1.5886693e-11,4.0778491e-05,1.5886693e-11,4.025353e-05,1.5886693e-11,4.9560514e-05
1.5986693e-11,3.9925271e-05,1.5986693e-11,4.0214216e-05,1.5986693e-11,3.9677384e-05,1.5986693e-11,4.8897033e-05
1.6086693e-11,3.9389601e-05,1.6086693e-11,3.9661866e-05,1.6086693e-11,3.9113354e-05,1.6086693e-11,4.8245649e-05
1.6186693e-11,3.8865677e-05,1.6186693e-11,3.9121257e-05,1.6186693e-11,3.8561277e-05,1.6186693e-11,4.7606362e-05
1.6286693e-11,3.8353267e-05,1.6286693e-11,3.8592185e-05,1.6286693e-11,3.8020966e-05,1.6286693e-11,4.6979137e-05
1.6386693e-11,3.7852129e-05,1.6386693e-11,3.8074431e-05,1.6386693e-11,3.7492221e-05,1.6386693e-11,4.6363904e-05
1.6486693e-11,3.7362012e-05,1.6486693e-11,3.7567767e-05,1.6486693e-11,3.6974825e-05,1.6486693e-11,4.5760568e-05
1.6586693e-11,3.6882657e-05,1.6586693e-11,3.7071953e-05,1.6586693e-11,3.6468553e-05,1.6586693e-11,4.5169008e-05
1.6686693e-11,3.6413799e-05,1.6686693e-11,3.6586745e-05,1.6686693e-11,3.597317e-05,1.6686693e-11,4.4589085e-05
1.6786693e-11,3.5955172e-05,1.6786693e-11,3.6111895e-05,1.6786693e-11,3.5488439e-05,1.6786693e-11,4.4020643e-05
1.6886693e-11,3.5506508e-05,1.6886693e-11,3.564715e-05,1.6886693e-11,3.5014114e-05,1.6886693e-11,4.346351e-05
1.6986693e-11,3.506754e-05,1.6986693e-11,3.5192259e-05,1.6986693e-11,3.454995e-05,1.6986693e-11,4.2917503e-05
1.7086693e-11,3.4638003e-05,1.7086693e-11,3.474697e-05,1.7086693e-11,3.4095702e-05,1.7086693e-11,4.2382431e-05
1.7186693e-11,3.4217634e-05,1.7186693e-11,3.4311034e-05,1.7186693e-11,3.3651122e-05,1.7186693e-11,4.1858096e-05
1.7286693e-11,3.3806175e-05,1.7286693e-11,3.3884202e-05,1.7286693e-11,3.3215968e-05,1.7286693e-11,4.1344292e-05
1.7386693e-11,3.3403371e-05,1.7386693e-11,3.346623e-05,1.7386693e-11,3.2789996e-05,1.7386693e-11,4.0840811e-05
1.7486693e-11,3.3008973e-05,1.7486693e-11,3.3056879e-05,1.7486693e-11,3.2372968e-05,1.7486693e-11,4.0347441e-05
1.7586693e-11,3.2622736e-05,1.7586693e-11,3.2655913e-05,1.7586693e-11,3.1964649e-05,1.7586693e-11,3.986397e-05
1.7686693e-11,3.2244424e-05,1.7686693e-11,3.2263102e-05,1.7686693e-11,3.1564809e-05,1.7686693e-11,3.9390184e-05
1.7786693e-11,3.1873805e-05,1.7786693e-11,3.187822e-05,1.7786693e-11,3.1173221e-05,1.7786693e-11,3.8925869e-05
1.7886693e-11,3.1510652e-05,1.7886693e-11,3.1501047e-05,1.7886693e-11,3.0789665e-05,1.7886693e-11,3.8470814e-05
1.7986693e-11,3.1154748e-05,1.7986693e-11,3.1131371e-05,1.7986693e-11,3.0413925e-05,1.7986693e-11,3.8024806e-05
1.8086693e-11,3.0805879e-05,1.8086693e-11,3.0768983e-05,1.8086693e-11,3.004579e-05,1.8086693e-11,3.7587639e-05
1.8186693e-11,3.0463841e-05,1.8186693e-11,3.041368e-05,1.8186693e-11,2.9685055e-05,1.8186693e-11,3.7159104e-05
1.8286693e-11,3.0128433e-05,1.8286693e-11,3.0065267e-05,1.8286693e-11,2.933152e-05,1.8286693e-11,3.6739e-05
1.8386693e-11,2.9799463e-05,1.8386693e-11,2.9723553e-05,1.8386693e-11,2.8984992e-05,1.8386693e-11,3.6327125e-05
1.8486693e-11,2.9476744e-05,1.8486693e-11,2.9388354e-05,1.8486693e-11,2.8645282e-05,1.8486693e-11,3.5923282e-05
1.8586693e-11,2.9160096e-05,1.8586693e-11,2.9059491e-05,1.8586693e-11,2.8312206e-05,1.8586693e-11,3.5527279e-05
1.8686693e-11,2.8849346e-05,1.8686693e-11,2.8736791e-05,1.8686693e-11,2.7985587e-05,1.8686693e-11,3.5138925e-05
1.8786693e-11,2.8544324e-05,1.8786693e-11,2.8420085e-05,1.8786693e-11,2.7665253e-05,1.8786693e-11,3.4758034e-05
1.8886693e-11,2.8244868e-05,1.8886693e-11,2.8109212e-05,1.8886693e-11,2.7351036e-05,1.8886693e-11,3.4384424e-05
1.8986693e-11,2.7950823e-05,1.8986693e-11,2.7804016e-05,1.8986693e-11,2.7042773e-05,1.8986693e-11,3.4017918e-05
1.9086693e-11,2.7662036e-05,1.9086693e-11,2.7504343e-05,1.9086693e-11,2.6740308e-05,1.9086693e-11,3.365834e-05
1.9186693e-11,2.7378361e-05,1.9186693e-11,2.7210046e-05,1.9186693e-11,2.6443489e-05,1.9186693e-11,3.330552e-05
1.9286693e-11,2.7099659e-05,1.9286693e-11,2.6920985e-05,1.9286693e-11,2.6152167e-05,1.9286693e-11,3.2959292e-05
1.9386693e-11,2.6825792e-05,1.9386693e-11,2.6637021e-05,1.9386693e-11,2.5866199e-05,1.9386693e-11,3.2619493e-05
1.9486693e-11,2.6556629e-05,1.9486693e-11,2.6358022e-05,1.9486693e-11,2.5585447e-05,1.9486693e-11,3.2285964e-05
1.9586693e-11,2.6292045e-05,1.9586693e-11,2.6083858e-05,1.9586693e-11,2.5309775e-05,1.9586693e-11,3.1958552e-05
1.9686693e-11,2.6031917e-05,1.9686693e-11,2.5814405e-05,1.9686693e-11,2.5039055e-05,1.9686693e-11,3.1637103e-05
1.9786693e-11,2.5776127e-05,1.9786693e-11,2.5549543e-05,1.9786693e-11,2.4773159e-05,1.9786693e-11,3.1321472e-05
1.9886693e-11,2.5524561e-05,1.9886693e-11,2.5289156e-05,1.9886693e-11,2.4511966e-05,1.9886693e-11,3.1011515e-05
1.9986693e-11,2.527711e-05,1.9986693e-11,2.503313e-05,1.9986693e-11,2.4255356e-05,1.9986693e-11,3.0707091e-05
2.0086693e-11,2.5033668e-05,2.0086693e-11,2.4781357e-05,2.0086693e-11,2.4003215e-05,2.0086693e-11,3.0408064e-05
2.0186693e-11,2.4794131e-05,2.0186693e-11,2.4533731e-05,2.0186693e-11,2.3755431e-05,2.0186693e-11,3.0114301e-05
2.0286693e-11,2.4558402e-05,2.0286693e-11,2.429015e-05,2.0286693e-11,2.3511896e-05,2.0286693e-11,2.9825672e-05
2.0386693e-11,2.4326385e-05,2.0386693e-11,2.4050515e-05,2.0386693e-11,2.3272506e-05,2.0386693e-11,2.9542051e-05
2.0486693e-11,2.4097987e-05,2.0486693e-11,2.381473e-05,2.0486693e-11,2.3037159e-05,2.0486693e-11,2.9263314e-05
2.0586693e-11,2.387312e-05,2.0586693e-11,2.3582702e-05,2.0586693e-11,2.2805756e-05,2.0586693e-11,2.8989343e-05
2.0686693e-11,2.3651697e-05,2.0686693e-11,2.3354342e-05,2.0686693e-11,2.2578203e-05,2.0686693e-11,2.872002e-05
2.0786693e-11,2.3433634e-05,2.0786693e-11,2.3129562e-05,2.0786693e-11,2.2354406e-05,2.0786693e-11,2.8455232e-05
2.0886693e-11,2.3218852e-05,2.0886693e-11,2.2908279e-05,2.0886693e-11,2.2134276e-05,2.0886693e-11,2.8194867e-05
2.0986693e-11,2.3007273e-05,2.0986693e-11,2.269041e-05,2.0986693e-11,2.1917725e-05,2.0986693e-11,2.7938819e-05
2.1086693e-11,2.279882e-05,2.1086693e-11,2.2475876e-05,2.1086693e-11,2.1704669e-05,2.1086693e-11,2.7686982e-05
2.1186693e-11,2.2593422e-05,2.1186693e-11,2.22646e-05,2.1186693e-11,2.1495025e-05,2.1186693e-11,2.7439254e-05
2.1286693e-11,2.2391007e-05,2.1286693e-11,2.2056509e-05,2.1286693e-11,2.1288715e-05,2.1286693e-11,2.7195536e-05
2.1386693e-11,2.2191508e-05,2.1386693e-11,2.1851528e-05,2.1386693e-11,2.108566e-05,2.1386693e-11,2.6955731e-05
2.1486693e-11,2.1994857e-05,2.1486693e-11,2.164959e-05,2.1486693e-11,2.0885786e-05,2.1486693e-11,2.6719744e-05
2.1586693e-11,2.1800992e-05,2.1586693e-11,2.1450624e-05,2.1586693e-11,2.068902e-05,2.1586693e-11,2.6487485e-05
2.1686693e-11,2.160985e-05,2.1686693e-11,2.1254567e-05,2.1686693e-11,2.0495291e-05,2.1686693e-11,2.6258863e-05
2.1786693e-11,2.1421372e-05,2.1786693e-11,2.1061353e-05,2.1786693e-11,2.030453e-05,2.1786693e-11,2.6033793e-05
2.1886693e-11,2.1235498e-05,2.1886693e-11,2.087092e-05,2.1886693e-11,2.011667e-05,2.1886693e-11,2.5812189e-05
2.1986693e-11,2.1052172e-05,2.1986693e-11,2.0683208e-05,2.1986693e-11,1.9931647e-05,2.1986693e-11,2.5593969e-05
2.2086693e-11,2.0871341e-05,2.2086693e-11,2.0498159e-05,2.2086693e-11,1.9749397e-05,2.2086693e-11,2.5379054e-05
2.2186693e-11,2.069295e-05,2.2186693e-11,2.0315716e-05,2.2186693e-11,1.9569859e-05,2.2186693e-11,2.5167365e-05
2.2286693e-11,2.0516948e-05,2.2286693e-11,2.0135823e-05,2.2286693e-11,1.9392974e-05,2.2286693e-11,2.4958827e-05
2.2386693e-11,2.0343286e-05,2.2386693e-11,1.9958427e-05,2.2386693e-11,1.9218684e-05,2.2386693e-11,2.4753366e-05
2.2486693e-11,2.0171915e-05,2.2486693e-11,1.9783475e-05,2.2486693e-11,1.9046932e-05,2.2486693e-11,2.455091e-05
2.2586693e-11,2.0002788e-05,2.2586693e-11,1.9610918e-05,2.2586693e-11,1.8877664e-05,2.2586693e-11,2.435139e-05
2.2686693e-11,1.983586e-05,2.2686693e-11,1.9440704e-05,2.2686693e-11,1.8710827e-05,2.2686693e-11,2.4154738e-05
2.2786693e-11,1.9671085e-05,2.2786693e-11,1.9272788e-05,2.2786693e-11,1.8546369e-05,2.2786693e-11,2.3960887e-05
2.2886693e-11,1.9508422e-05,2.2886693e-11,1.9107122e-05,2.2886693e-11,1.8384239e-05,2.2886693e-11,2.3769774e-05
2.2986693e-11,1.9347829e-05,2.2986693e-11,1.894366e-05,2.2986693e-11,1.8224389e-05,2.2986693e-11,2.3581335e-05
2.3086693e-11,1.9189264e-05,2.3086693e-11,1.8782359e-05,2.3086693e-11,1.8066771e-05,2.3086693e-11,2.3395511e-05
2.3186693e-11,1.9032689e-05,2.3186693e-11,1.8623177e-05,2.3186693e-11,1.7911339e-05,2.3186693e-11,2.3212241e-05
2.3286693e-11,1.8878064e-05,2.3286693e-11,1.846607e-05,2.3286693e-11,1.7758048e-05,2.3286693e-11,2.303147e-05
2.3386693e-11,1.8725354e-05,2.3386693e-11,1.8311e-05,2.3386693e-11,1.7606853e-05,2.3386693e-11,2.2853139e-05
2.3486693e-11,1.8574521e-05,2.3486693e-11,1.8157925e-05,2.3486693e-11,1.7457713e-05,2.3486693e-11,2.2677195e-05
2.3586693e-11,1.842553e-05,2.3586693e-11,1.8006808e-05,2.3586693e-11,1.7310586e-05,2.3586693e-11,2.2503586e-05
2.3686693e-11,1.8278348e-05,2.3686693e-11,1.7857612e-05,2.3686693e-11,1.716543e-05,2.3686693e-11,2.2332259e-05
2.3786693e-11,1.813294e-05,2.3786693e-11,1.77103e-05,2.3786693e-11,1.7022208e-05,2.3786693e-11,2.2163164e-05
2.3886693e-11,1.7989275e-05,2.3886693e-11,1.7564836e-05,2.3886693e-11,1.688088e-05,2.3886693e-11,2.1996253e-05
2.3986693e-11,1.784732e-05,2.3986693e-11,1.7421185e-05,2.3986693e-11,1.6741409e-05,2.3986693e-11,2.1831478e-05
2.4086693e-11,1.7707046e-05,2.4086693e-11,1.7279316e-05,2.4086693e-11,1.6603759e-05,2.4086693e-11,2.1668792e-05
2.4186693e-11,1.7568421e-05,2.4186693e-11,1.7139193e-05,2.4186693e-11,1.6467894e-05,2.4186693e-11,2.1508152e-05
2.4286693e-11,1.7431417e-05,2.4286693e-11,1.7000786e-05,2.4286693e-11,1.633378e-05,2.4286693e-11,2.1349513e-05
2.4386693e-11,1.7296005e-05,2.4386693e-11,1.6864063e-05,2.4386693e-11,1.6201383e-05,2.4386693e-11,2.1192833e-05
2.4486693e-11,1.7162159e-05,2.4486693e-11,1.6728994e-05,2.4486693e-11,1.607067e-05,2.4486693e-11,2.103807e-05
2.4586693e-11,1.7029849e-05,2.4586693e-11,1.6595549e-05,2.4586693e-11,1.594161e-05,2.4586693e-11,2.0885184e-05
2.4686693e-11,1.6899052e-05,2.4686693e-11,1.64637e-05,2.4686693e-11,1.5814171e-05,2.4686693e-11,2.0734136e-05
2.4786693e-11,1.6769739e-05,2.4786693e-11,1.6333418e-05,2.4786693e-11,1.5688323e-05,2.4786693e-11,2.0584889e-05
2.4886693e-11,1.6641888e-05,2.4886693e-11,1.6204676e-05,2.4886693e-11,1.5564035e-05,2.4886693e-11,2.0437404e-05
2.4986693e-11,1.6515473e-05,2.4986693e-11,1.6077446e-05,2.4986693e-11,1.5441281e-05,2.4986693e-11,2.0291645e-05
2.5086693e-11,1.639047e-05,2.5086693e-11,1.5951704e-05,2.5086693e-11,1.532003e-05,2.5086693e-11,2.0147579e-05
2.5186693e-11,1.6266857e-05,2.5186693e-11,1.5827423e-05,2.5186693e-11,1.5200256e-05,2.5186693e-11,2.000517e-05
2.5286693e-11,1.614461e-05,2.5286693e-11,1.5704578e-05,2.5286693e-11,1.5081933e-05,2.5286693e-11,1.9864385e-05
2.5386693e-11,1.6023708e-05,2.5386693e-11,1.5583145e-05,2.5386693e-11,1.4965033e-05,2.5386693e-11,1.9725192e-05
2.5486693e-11,1.5904129e-05,2.5486693e-11,1.5463101e-05,2.5486693e-11,1.4849531e-05,2.5486693e-11,1.9587559e-05
2.5586693e-11,1.5785851e-05,2.5586693e-11,1.5344422e-05,2.5586693e-11,1.4735403e-05,2.5586693e-11,1.9451456e-05
2.5686693e-11,1.5668855e-05,2.5686693e-11,1.5227085e-05,2.5686693e-11,1.4622623e-05,2.5686693e-11,1.9316853e-05
2.5786693e-11,1.5553119e-05,2.5786693e-11,1.5111069e-05,2.5786693e-11,1.451117e-05,2.5786693e-11,1.9183721e-05
2.5886693e-11,1.5438625e-05,2.5886693e-11,1.4996352e-05,2.5886693e-11,1.4401018e-05,2.5886693e-11,1.9052031e-05
2.5986693e-11,1.5325354e-05,2.5986693e-11,1.4882912e-05,2.5986693e-11,1.4292147e-05,2.5986693e-11,1.8921757e-05
2.6086693e-11,1.5213285e-05,2.6086693e-11,1.477073e-05,2.6086693e-11,1.4184533e-05,2.6086693e-11,1.8792871e-05
2.6186693e-11,1.5102402e-05,2.6186693e-11,1.4659785e-05,2.6186693e-11,1.4078155e-05,2.6186693e-11,1.8665347e-05
2.6286693e-11,1.4992686e-05,2.6286693e-11,1.4550057e-05,2.6286693e-11,1.3972992e-05,2.6286693e-11,1.853916e-05
2.6386693e-11,1.4884119e-05,2.6386693e-11,1.4441528e-05,2.6386693e-11,1.3869024e-05,2.6386693e-11,1.8414286e-05
2.6486693e-11,1.4776685e-05,2.6486693e-11,1.4334177e-05,2.6486693e-11,1.3766231e-05,2.6486693e-11,1.8290699e-05
2.6586693e-11,1.4670367e-05,2.6586693e-11,1.4227988e-05,2.6586693e-11,1.3664592e-05,2.6586693e-11,1.8168377e-05
2.6686693e-11,1.4565148e-05,2.6686693e-11,1.4122941e-05,2.6686693e-11,1.3564089e-05,2.6686693e-11,1.8047297e-05
2.6786693e-11,1.4461012e-05,2.6786693e-11,1.401902e-05,2.6786693e-11,1.3464703e-05,2.6786693e-11,1.7927437e-05
2.6886693e-11,1.4357943e-05,2.6886693e-11,1.3916208e-05,2.6886693e-11,1.3366416e-05,2.6886693e-11,1.7808775e-05
2.6986693e-11,1.4255926e-05,2.6986693e-11,1.3814486e-05,2.6986693e-11,1.326921e-05,2.6986693e-11,1.7691289e-05
2.7086693e-11,1.4154947e-05,2.7086693e-11,1.3713839e-05,2.7086693e-11,1.3173068e-05,2.7086693e-11,1.757496e-05
2.7186693e-11,1.4054989e-05,2.7186693e-11,1.3614251e-05,2.7186693e-11,1.3077971e-05,2.7186693e-11,1.7459767e-05
2.7286693e-11,1.3956039e-05,2.7286693e-11,1.3515707e-05,2.7286693e-11,1.2983905e-05,2.7286693e-11,1.7345691e-05
2.7386693e-11,1.3858083e-05,2.7386693e-11,1.3418189e-05,2.7386693e-11,1.2890851e-05,2.7386693e-11,1.7232713e-05
2.7486693e-11,1.3761107e-05,2.7486693e-11,1.3321684e-05,2.7486693e-11,1.2798795e-05,2.7486693e-11,1.7120814e-05
2.7586693e-11,1.3665097e-05,2.7586693e-11,1.3226177e-05,2.7586693e-11,1.2707721e-05,2.7586693e-11,1.7009977e-05
2.7686693e-11,1.3570039e-05,2.7686693e-11,1.3131653e-05,2.7686693e-11,1.2617613e-05,2.7686693e-11,1.6900183e-05
2.7786693e-11,1.3475922e-05,2.7786693e-11,1.3038097e-05,2.7786693e-11,1.2528457e-05,2.7786693e-11,1.6791416e-05
2.7886693e-11,1.3382731e-05,2.7886693e-11,1.2945497e-05,2.7886693e-11,1.2440238e-05,2.7886693e-11,1.6683659e-05
2.7986693e-11,1.3290455e-05,2.7986693e-11,1.2853838e-05,2.7986693e-11,1.2352941e-05,2.7986693e-11,1.6576895e-05
2.8086693e-11,1.3199081e-05,2.8086693e-11,1.2763108e-05,2.8086693e-11,1.2266553e-05,2.8086693e-11,1.6471109e-05
2.8186693e-11,1.3108598e-05,2.8186693e-11,1.2673292e-05,2.8186693e-11,1.218106e-05,2.8186693e-11,1.6366286e-05
2.8286693e-11,1.3018993e-05,2.8286693e-11,1.2584378e-05,2.8286693e-11,1.2096448e-05,2.8286693e-11,1.6262409e-05
2.8386693e-11,1.2930254e-05,2.8386693e-11,1.2496355e-05,2.8386693e-11,1.2012705e-05,2.8386693e-11,1.6159465e-05
2.8486693e-11,1.2842371e-05,2.8486693e-11,1.2409208e-05,2.8486693e-11,1.1929817e-05,2.8486693e-11,1.605744e-05
2.8586693e-11,1.2755332e-05,2.8586693e-11,1.2322927e-05,2.8586693e-11,1.1847772e-05,2.8586693e-11,1.5956318e-05
2.8686693e-11,1.2669127e-05,2.8686693e-11,1.2237499e-05,2.8686693e-11,1.1766558e-05,2.8686693e-11,1.5856087e-05
2.8786693e-11,1.2583744e-05,2.8786693e-11,1.2152914e-05,2.8786693e-11,1.1686162e-05,2.8786693e-11,1.5756733e-05
2.8886693e-11,1.2499173e-05,2.8886693e-11,1.2069158e-05,2.8886693e-11,1.1606573e-05,2.8886693e-11,1.5658243e-05
2.8986693e-11,1.2415404e-05,2.8986693e-11,1.1986222e-05,2.8986693e-11,1.1527779e-05,2.8986693e-11,1.5560604e-05
2.9086693e-11,1.2332426e-05,2.9086693e-11,1.1904095e-05,2.9086693e-11,1.1449769e-05,2.9086693e-11,1.5463805e-05
2.9186693e-11,1.225023e-05,2.9186693e-11,1.1822765e-05,2.9186693e-11,1.1372532e-05,2.9186693e-11,1.5367832e-05
2.9286693e-11,1.2168806e-05,2.9286693e-11,1.1742223e-05,2.9286693e-11,1.1296057e-05,2.9286693e-11,1.5272675e-05
2.9386693e-11,1.2088144e-05,2.9386693e-11,1.1662457e-05,2.9386693e-11,1.1220333e-05,2.9386693e-11,1.5178321e-05
2.9486693e-11,1.2008234e-05,2.9486693e-11,1.1583458e-05,2.9486693e-11,1.1145349e-05,2.9486693e-11,1.508476e-05
2.9586693e-11,1.1929068e-05,2.9586693e-11,1.1505216e-05,2.9586693e-11,1.1071096e-05,2.9586693e-11,1.499198e-05
2.9686693e-11,1.1850637e-05,2.9686693e-11,1.1427721e-05,2.9686693e-11,1.0997564e-05,2.9686693e-11,1.4899971e-05
2.9786693e-11,1.1772931e-05,2.9786693e-11,1.1350963e-05,2.9786693e-11,1.0924742e-05,2.9786693e-11,1.4808722e-05
2.9886693e-11,1.1695942e-05,2.9886693e-11,1.1274933e-05,2.9886693e-11,1.0852621e-05,2.9886693e-11,1.4718223e-05
2.9986693e-11,1.161966e-05,2.9986693e-11,1.1199623e-05,2.9986693e-11,1.0781191e-05,2.9986693e-11,1.4628464e-05
3.0086693e-11,1.1544079e-05,3.0086693e-11,1.1125022e-05,3.0086693e-11,1.0710444e-05,3.0086693e-11,1.4539435e-05
3.0186693e-11,1.1469188e-05,3.0186693e-11,1.1051122e-05,3.0186693e-11,1.064037e-05,3.0186693e-11,1.4451127e-05
3.0286693e-11,1.139498e-05,3.0286693e-11,1.0977914e-05,3.0286693e-11,1.057096e-05,3.0286693e-11,1.4363531e-05
3.0386693e-11,1.1321448e-05,3.0386693e-11,1.0905389e-05,3.0386693e-11,1.0502205e-05,3.0386693e-11,1.4276636e-05
3.0486693e-11,1.1248582e-05,3.0486693e-11,1.083354e-05,3.0486693e-11,1.0434098e-05,3.0486693e-11,1.4190435e-05
3.0586693e-11,1.1176376e-05,3.0586693e-11,1.0762357e-05,3.0586693e-11,1.0366629e-05,3.0586693e-11,1.4104918e-05
3.0686693e-11,1.1104821e-05,3.0686693e-11,1.0691834e-05,3.0686693e-11,1.029979e-05,3.0686693e-11,1.4020077e-05
3.0786693e-11,1.103391e-05,3.0786693e-11,1.0621961e-05,3.0786693e-11,1.0233573e-05,3.0786693e-11,1.3935904e-05
3.0886693e-11,1.0963636e-05,3.0886693e-11,1.0552731e-05,3.0886693e-11,1.016797e-05,3.0886693e-11,1.385239e-05
3.0986693e-11,1.0893991e-05,3.0986693e-11,1.0484136e-05,3.0986693e-11,1.0102974e-05,3.0986693e-11,1.3769528e-05
3.1086693e-11,1.0824969e-05,3.1086693e-11,1.0416169e-05,3.1086693e-11,1.0038576e-05,3.1086693e-11,1.3687309e-05
3.1186693e-11,1.0756562e-05,3.1186693e-11,1.0348822e-05,3.1186693e-11,9.9747696e-06,3.1186693e-11,1.3605727e-05
3.1286693e-11,1.0688763e-05,3.1286693e-11,1.0282088e-05,3.1286693e-11,9.911547e-06,3.1286693e-11,1.3524773e-05
3.1386693e-11,1.0621565e-05,3.1386693e-11,1.0215959e-05,3.1386693e-11,9.8489009e-06,3.1386693e-11,1.344444e-05
3.1486693e-11,1.0554963e-05,3.1486693e-11,1.015043e-05,3.1486693e-11,9.7868243e-06,3.1486693e-11,1.3364721e-05
3.1586693e-11,1.0488948e-05,3.1586693e-11,1.0085492e-05,3.1586693e-11,9.7253103e-06,3.1586693e-11,1.328561e-05
