cathode TotalCurrent(SSE_n44_des) X,cathode TotalCurrent(SSE_n44_des) Y,cathode TotalCurrent(SSE_n45_des) X,cathode TotalCurrent(SSE_n45_des) Y,cathode TotalCurrent(SSE_n47_des) X,cathode TotalCurrent(SSE_n47_des) Y,cathode TotalCurrent(SSE_n48_des) X,cathode TotalCurrent(SSE_n48_des) Y
3.1686693e-11,1.0423516e-05,3.1686693e-11,1.0021139e-05,3.1686693e-11,9.6643519e-06,3.1686693e-11,1.3207098e-05
3.1786693e-11,1.0358658e-05,3.1786693e-11,9.9573642e-06,3.1786693e-11,9.6039424e-06,3.1786693e-11,1.312918e-05
3.1886693e-11,1.029437e-05,3.1886693e-11,9.8941611e-06,3.1886693e-11,9.5440753e-06,3.1886693e-11,1.3051849e-05
3.1986693e-11,1.0230645e-05,3.1986693e-11,9.8315232e-06,3.1986693e-11,9.4847441e-06,3.1986693e-11,1.2975098e-05
3.2086693e-11,1.0167476e-05,3.2086693e-11,9.7694441e-06,3.2086693e-11,9.4259424e-06,3.2086693e-11,1.2898921e-05
3.2186693e-11,1.0104859e-05,3.2186693e-11,9.7079176e-06,3.2186693e-11,9.367664e-06,3.2186693e-11,1.2823311e-05
3.2286693e-11,1.0042786e-05,3.2286693e-11,9.6469375e-06,3.2286693e-11,9.3099028e-06,3.2286693e-11,1.2748263e-05
3.2386693e-11,9.9812525e-06,3.2386693e-11,9.5864979e-06,3.2386693e-11,9.2526527e-06,3.2386693e-11,1.2673771e-05
3.2486693e-11,9.9202526e-06,3.2486693e-11,9.5265928e-06,3.2486693e-11,9.1959078e-06,3.2486693e-11,1.2599829e-05
3.2586693e-11,9.8597807e-06,3.2586693e-11,9.4672163e-06,3.2586693e-11,9.1396624e-06,3.2586693e-11,1.2526431e-05
3.2686693e-11,9.7998311e-06,3.2686693e-11,9.4083627e-06,3.2686693e-11,9.0839108e-06,3.2686693e-11,1.2453572e-05
3.2786693e-11,9.7403985e-06,3.2786693e-11,9.3500264e-06,3.2786693e-11,9.0286473e-06,3.2786693e-11,1.2381245e-05
3.2886693e-11,9.6814776e-06,3.2886693e-11,9.2922019e-06,3.2886693e-11,8.9738665e-06,3.2886693e-11,1.2309446e-05
3.2986693e-11,9.623063e-06,3.2986693e-11,9.2348837e-06,3.2986693e-11,8.9195629e-06,3.2986693e-11,1.2238169e-05
3.3086693e-11,9.5651496e-06,3.3086693e-11,9.1780665e-06,3.3086693e-11,8.8657314e-06,3.3086693e-11,1.2167409e-05
3.3186693e-11,9.5077323e-06,3.3186693e-11,9.1217449e-06,3.3186693e-11,8.8123666e-06,3.3186693e-11,1.2097161e-05
3.3286693e-11,9.4508061e-06,3.3286693e-11,9.065914e-06,3.3286693e-11,8.7594635e-06,3.3286693e-11,1.2027419e-05
3.3386693e-11,9.3943661e-06,3.3386693e-11,9.0105685e-06,3.3386693e-11,8.7070171e-06,3.3386693e-11,1.195818e-05
3.3486693e-11,9.3384073e-06,3.3486693e-11,8.9557034e-06,3.3486693e-11,8.6550224e-06,3.3486693e-11,1.1889437e-05
3.3586693e-11,9.2829249e-06,3.3586693e-11,8.9013139e-06,3.3586693e-11,8.6034747e-06,3.3586693e-11,1.1821187e-05
3.3686693e-11,9.2279144e-06,3.3686693e-11,8.8473951e-06,3.3686693e-11,8.5523691e-06,3.3686693e-11,1.1753425e-05
3.3786693e-11,9.1733709e-06,3.3786693e-11,8.7939424e-06,3.3786693e-11,8.5017011e-06,3.3786693e-11,1.1686145e-05
3.3886693e-11,9.1192899e-06,3.3886693e-11,8.7409509e-06,3.3886693e-11,8.451466e-06,3.3886693e-11,1.1619345e-05
3.3986693e-11,9.065667e-06,3.3986693e-11,8.6884161e-06,3.3986693e-11,8.4016593e-06,3.3986693e-11,1.1553018e-05
3.4086693e-11,9.0124976e-06,3.4086693e-11,8.6363335e-06,3.4086693e-11,8.3522767e-06,3.4086693e-11,1.1487161e-05
3.4186693e-11,8.9597774e-06,3.4186693e-11,8.5846987e-06,3.4186693e-11,8.3033138e-06,3.4186693e-11,1.1421769e-05
3.4286693e-11,8.907502e-06,3.4286693e-11,8.5335072e-06,3.4286693e-11,8.2547663e-06,3.4286693e-11,1.1356839e-05
3.4386693e-11,8.8556672e-06,3.4386693e-11,8.4827548e-06,3.4386693e-11,8.2066301e-06,3.4386693e-11,1.1292366e-05
3.4486693e-11,8.8042688e-06,3.4486693e-11,8.4324372e-06,3.4486693e-11,8.158901e-06,3.4486693e-11,1.1228346e-05
3.4586693e-11,8.7533027e-06,3.4586693e-11,8.3825503e-06,3.4586693e-11,8.111575e-06,3.4586693e-11,1.1164776e-05
3.4686693e-11,8.7027647e-06,3.4686693e-11,8.3330899e-06,3.4686693e-11,8.0646482e-06,3.4686693e-11,1.110165e-05
3.4786693e-11,8.6526509e-06,3.4786693e-11,8.2840521e-06,3.4786693e-11,8.0181166e-06,3.4786693e-11,1.1038966e-05
3.4886693e-11,8.6029572e-06,3.4886693e-11,8.2354328e-06,3.4886693e-11,7.9719764e-06,3.4886693e-11,1.097672e-05
3.4986693e-11,8.5536798e-06,3.4986693e-11,8.187228e-06,3.4986693e-11,7.9262238e-06,3.4986693e-11,1.0914907e-05
3.5086693e-11,8.5048147e-06,3.5086693e-11,8.139434e-06,3.5086693e-11,7.8808552e-06,3.5086693e-11,1.0853525e-05
3.5186693e-11,8.4563582e-06,3.5186693e-11,8.092047e-06,3.5186693e-11,7.8358669e-06,3.5186693e-11,1.0792569e-05
3.5286693e-11,8.4083065e-06,3.5286693e-11,8.0450631e-06,3.5286693e-11,7.7912553e-06,3.5286693e-11,1.0732037e-05
3.5386693e-11,8.3606559e-06,3.5386693e-11,7.9984786e-06,3.5386693e-11,7.7470168e-06,3.5386693e-11,1.0671924e-05
3.5486693e-11,8.3134026e-06,3.5486693e-11,7.9522899e-06,3.5486693e-11,7.703148e-06,3.5486693e-11,1.0612227e-05
3.5586693e-11,8.2665431e-06,3.5586693e-11,7.9064934e-06,3.5586693e-11,7.6596455e-06,3.5586693e-11,1.0552943e-05
3.5686693e-11,8.2200738e-06,3.5686693e-11,7.8610856e-06,3.5686693e-11,7.616506e-06,3.5686693e-11,1.0494069e-05
3.5786693e-11,8.173991e-06,3.5786693e-11,7.8160628e-06,3.5786693e-11,7.573726e-06,3.5786693e-11,1.0435601e-05
3.5886693e-11,8.1282913e-06,3.5886693e-11,7.7714216e-06,3.5886693e-11,7.5313023e-06,3.5886693e-11,1.0377536e-05
3.5986693e-11,8.0829713e-06,3.5986693e-11,7.7271585e-06,3.5986693e-11,7.4892317e-06,3.5986693e-11,1.0319872e-05
3.6086693e-11,8.0380275e-06,3.6086693e-11,7.6832703e-06,3.6086693e-11,7.447511e-06,3.6086693e-11,1.0262604e-05
3.6186693e-11,7.9934564e-06,3.6186693e-11,7.6397534e-06,3.6186693e-11,7.4061371e-06,3.6186693e-11,1.020573e-05
3.6286693e-11,7.9492548e-06,3.6286693e-11,7.5966046e-06,3.6286693e-11,7.3651068e-06,3.6286693e-11,1.0149247e-05
3.6386693e-11,7.9054194e-06,3.6386693e-11,7.5538206e-06,3.6386693e-11,7.3244172e-06,3.6386693e-11,1.0093152e-05
3.6486693e-11,7.8619467e-06,3.6486693e-11,7.5113981e-06,3.6486693e-11,7.2840651e-06,3.6486693e-11,1.0037441e-05
3.6586693e-11,7.8188335e-06,3.6586693e-11,7.4693338e-06,3.6586693e-11,7.2440477e-06,3.6586693e-11,9.9821134e-06
3.6686693e-11,7.7760767e-06,3.6686693e-11,7.4276247e-06,3.6686693e-11,7.2043618e-06,3.6686693e-11,9.9271648e-06
3.6786693e-11,7.7336731e-06,3.6786693e-11,7.3862674e-06,3.6786693e-11,7.1650047e-06,3.6786693e-11,9.8725928e-06
3.6886693e-11,7.6916193e-06,3.6886693e-11,7.3452589e-06,3.6886693e-11,7.1259734e-06,3.6886693e-11,9.8183947e-06
3.6986693e-11,7.6499124e-06,3.6986693e-11,7.3045961e-06,3.6986693e-11,7.087265e-06,3.6986693e-11,9.7645678e-06
3.7086693e-11,7.6085492e-06,3.7086693e-11,7.2642758e-06,3.7086693e-11,7.0488768e-06,3.7086693e-11,9.7111094e-06
3.7186693e-11,7.5675265e-06,3.7186693e-11,7.224295e-06,3.7186693e-11,7.0108059e-06,3.7186693e-11,9.6580171e-06
3.7286693e-11,7.5268414e-06,3.7286693e-11,7.1846506e-06,3.7286693e-11,6.9730495e-06,3.7286693e-11,9.6052881e-06
3.7386693e-11,7.4864909e-06,3.7386693e-11,7.1453396e-06,3.7386693e-11,6.9356049e-06,3.7386693e-11,9.5529201e-06
3.7486693e-11,7.4464717e-06,3.7486693e-11,7.106359e-06,3.7486693e-11,6.8984693e-06,3.7486693e-11,9.5009104e-06
3.7586693e-11,7.4067811e-06,3.7586693e-11,7.0677058e-06,3.7586693e-11,6.86164e-06,3.7586693e-11,9.4492566e-06
3.7686693e-11,7.367416e-06,3.7686693e-11,7.0293771e-06,3.7686693e-11,6.8251144e-06,3.7686693e-11,9.3979564e-06
3.7786693e-11,7.3283735e-06,3.7786693e-11,6.99137e-06,3.7786693e-11,6.7888897e-06,3.7786693e-11,9.3470073e-06
3.7886693e-11,7.2896506e-06,3.7886693e-11,6.9536814e-06,3.7886693e-11,6.7529634e-06,3.7886693e-11,9.2964069e-06
3.7986693e-11,7.2512445e-06,3.7986693e-11,6.9163086e-06,3.7986693e-11,6.7173326e-06,3.7986693e-11,9.246153e-06
3.8086693e-11,7.2131523e-06,3.8086693e-11,6.8792485e-06,3.8086693e-11,6.681995e-06,3.8086693e-11,9.1962432e-06
3.8186693e-11,7.175371e-06,3.8186693e-11,6.8424985e-06,3.8186693e-11,6.6469477e-06,3.8186693e-11,9.1466752e-06
3.8286693e-11,7.1378979e-06,3.8286693e-11,6.8060555e-06,3.8286693e-11,6.6121883e-06,3.8286693e-11,9.0974469e-06
3.8386693e-11,7.1007302e-06,3.8386693e-11,6.7699168e-06,3.8386693e-11,6.5777143e-06,3.8386693e-11,9.0485558e-06
3.8486693e-11,7.063865e-06,3.8486693e-11,6.7340797e-06,3.8486693e-11,6.5435229e-06,3.8486693e-11,9e-06
3.8586693e-11,7.0272996e-06,3.8586693e-11,6.6985411e-06,3.8586693e-11,6.5096118e-06,3.8586693e-11,8.9517772e-06
3.8686693e-11,6.9910312e-06,3.8686693e-11,6.6632985e-06,3.8686693e-11,6.4759784e-06,3.8686693e-11,8.9038851e-06
3.8786693e-11,6.9550571e-06,3.8786693e-11,6.6283491e-06,3.8786693e-11,6.4426201e-06,3.8786693e-11,8.8563217e-06
3.8886693e-11,6.9193745e-06,3.8886693e-11,6.59369e-06,3.8886693e-11,6.4095345e-06,3.8886693e-11,8.8090849e-06
3.8986693e-11,6.8839807e-06,3.8986693e-11,6.5593187e-06,3.8986693e-11,6.3767192e-06,3.8986693e-11,8.7621726e-06
3.9086693e-11,6.8488732e-06,3.9086693e-11,6.5252323e-06,3.9086693e-11,6.3441715e-06,3.9086693e-11,8.7155826e-06
3.9186693e-11,6.8140491e-06,3.9186693e-11,6.4914282e-06,3.9186693e-11,6.3118892e-06,3.9186693e-11,8.6693129e-06
3.9286693e-11,6.7795058e-06,3.9286693e-11,6.4579038e-06,3.9286693e-11,6.2798698e-06,3.9286693e-11,8.6233614e-06
3.9386693e-11,6.7452408e-06,3.9386693e-11,6.4246563e-06,3.9386693e-11,6.2481108e-06,3.9386693e-11,8.5777262e-06
3.9486693e-11,6.7112514e-06,3.9486693e-11,6.3916832e-06,3.9486693e-11,6.2166099e-06,3.9486693e-11,8.5324051e-06
3.9586693e-11,6.6775351e-06,3.9586693e-11,6.3589818e-06,3.9586693e-11,6.1853646e-06,3.9586693e-11,8.4873961e-06
3.9686693e-11,6.6440892e-06,3.9686693e-11,6.3265495e-06,3.9686693e-11,6.1543726e-06,3.9686693e-11,8.4426972e-06
3.9786693e-11,6.6109112e-06,3.9786693e-11,6.2943838e-06,3.9786693e-11,6.1236315e-06,3.9786693e-11,8.3983065e-06
3.9886693e-11,6.5779986e-06,3.9886693e-11,6.2624821e-06,3.9886693e-11,6.0931391e-06,3.9886693e-11,8.354222e-06
3.9986693e-11,6.545349e-06,3.9986693e-11,6.2308418e-06,3.9986693e-11,6.0628928e-06,3.9986693e-11,8.3104416e-06
4.0086693e-11,6.5129597e-06,4.0086693e-11,6.1994605e-06,4.0086693e-11,6.0328905e-06,4.0086693e-11,8.2669634e-06
4.0186693e-11,6.4808283e-06,4.0186693e-11,6.1683356e-06,4.0186693e-11,6.0031298e-06,4.0186693e-11,8.2237854e-06
4.0286693e-11,6.4489524e-06,4.0286693e-11,6.1374646e-06,4.0286693e-11,5.9736085e-06,4.0286693e-11,8.1809057e-06
4.0386693e-11,6.4173295e-06,4.0386693e-11,6.1068451e-06,4.0386693e-11,5.9443243e-06,4.0386693e-11,8.1383224e-06
4.0486693e-11,6.3859573e-06,4.0486693e-11,6.0764746e-06,4.0486693e-11,5.9152748e-06,4.0486693e-11,8.0960334e-06
4.0586693e-11,6.3548333e-06,4.0586693e-11,6.0463508e-06,4.0586693e-11,5.886458e-06,4.0586693e-11,8.0540369e-06
4.0686693e-11,6.3239552e-06,4.0686693e-11,6.0164711e-06,4.0686693e-11,5.8578715e-06,4.0686693e-11,8.012331e-06
4.0786693e-11,6.2933206e-06,4.0786693e-11,5.9868332e-06,4.0786693e-11,5.8295132e-06,4.0786693e-11,7.9709136e-06
4.0886693e-11,6.2629272e-06,4.0886693e-11,5.9574348e-06,4.0886693e-11,5.8013809e-06,4.0886693e-11,7.9297829e-06
4.0986693e-11,6.2327727e-06,4.0986693e-11,5.9282735e-06,4.0986693e-11,5.7734724e-06,4.0986693e-11,7.888937e-06
4.1086693e-11,6.2028547e-06,4.1086693e-11,5.899347e-06,4.1086693e-11,5.7457855e-06,4.1086693e-11,7.8483739e-06
4.1186693e-11,6.1731711e-06,4.1186693e-11,5.8706529e-06,4.1186693e-11,5.7183181e-06,4.1186693e-11,7.8080919e-06
4.1286693e-11,6.1437195e-06,4.1286693e-11,5.8421891e-06,4.1286693e-11,5.6910681e-06,4.1286693e-11,7.7680888e-06
4.1386693e-11,6.1144978e-06,4.1386693e-11,5.8139531e-06,4.1386693e-11,5.6640334e-06,4.1386693e-11,7.728363e-06
4.1486693e-11,6.0855037e-06,4.1486693e-11,5.7859428e-06,4.1486693e-11,5.6372119e-06,4.1486693e-11,7.6889124e-06
4.1586693e-11,6.0567351e-06,4.1586693e-11,5.758156e-06,4.1586693e-11,5.6106015e-06,4.1586693e-11,7.6497352e-06
4.1686693e-11,6.0281897e-06,4.1686693e-11,5.7305904e-06,4.1686693e-11,5.5842002e-06,4.1686693e-11,7.6108296e-06
4.1786693e-11,5.9998655e-06,4.1786693e-11,5.7032439e-06,4.1786693e-11,5.5580059e-06,4.1786693e-11,7.5721935e-06
4.1886693e-11,5.9717602e-06,4.1886693e-11,5.6761142e-06,4.1886693e-11,5.5320167e-06,4.1886693e-11,7.5338253e-06
4.1986693e-11,5.9438719e-06,4.1986693e-11,5.6491994e-06,4.1986693e-11,5.5062304e-06,4.1986693e-11,7.4957229e-06
4.2086693e-11,5.9161983e-06,4.2086693e-11,5.6224972e-06,4.2086693e-11,5.4806453e-06,4.2086693e-11,7.4578846e-06
4.2186693e-11,5.8887375e-06,4.2186693e-11,5.5960055e-06,4.2186693e-11,5.4552591e-06,4.2186693e-11,7.4203085e-06
4.2286693e-11,5.8614873e-06,4.2286693e-11,5.5697223e-06,4.2286693e-11,5.4300702e-06,4.2286693e-11,7.3829927e-06
4.2386693e-11,5.8344458e-06,4.2386693e-11,5.5436455e-06,4.2386693e-11,5.4050764e-06,4.2386693e-11,7.3459354e-06
4.2486693e-11,5.807611e-06,4.2486693e-11,5.517773e-06,4.2486693e-11,5.3802759e-06,4.2486693e-11,7.3091347e-06
4.2586693e-11,5.7809808e-06,4.2586693e-11,5.4921029e-06,4.2586693e-11,5.3556669e-06,4.2586693e-11,7.2725889e-06
4.2686693e-11,5.7545533e-06,4.2686693e-11,5.4666332e-06,4.2686693e-11,5.3312474e-06,4.2686693e-11,7.236296e-06
4.2786693e-11,5.7283266e-06,4.2786693e-11,5.4413618e-06,4.2786693e-11,5.3070155e-06,4.2786693e-11,7.2002544e-06
4.2886693e-11,5.7022986e-06,4.2886693e-11,5.4162868e-06,4.2886693e-11,5.2829696e-06,4.2886693e-11,7.164462e-06
4.2986693e-11,5.6764676e-06,4.2986693e-11,5.3914063e-06,4.2986693e-11,5.2591076e-06,4.2986693e-11,7.1289172e-06
4.3086693e-11,5.6508316e-06,4.3086693e-11,5.3667183e-06,4.3086693e-11,5.2354279e-06,4.3086693e-11,7.0936181e-06
4.3186693e-11,5.6253887e-06,4.3186693e-11,5.342221e-06,4.3186693e-11,5.2119286e-06,4.3186693e-11,7.058563e-06
4.3286693e-11,5.6001371e-06,4.3286693e-11,5.3179125e-06,4.3286693e-11,5.188608e-06,4.3286693e-11,7.0237501e-06
4.3386693e-11,5.575075e-06,4.3386693e-11,5.2937909e-06,4.3386693e-11,5.1654643e-06,4.3386693e-11,6.9891775e-06
4.3486693e-11,5.5502005e-06,4.3486693e-11,5.2698544e-06,4.3486693e-11,5.1424958e-06,4.3486693e-11,6.9548434e-06
4.3586693e-11,5.5255119e-06,4.3586693e-11,5.2461011e-06,4.3586693e-11,5.1197008e-06,4.3586693e-11,6.9207462e-06
4.3686693e-11,5.5010073e-06,4.3686693e-11,5.2225294e-06,4.3686693e-11,5.0970776e-06,4.3686693e-11,6.8868841e-06
4.3786693e-11,5.4766851e-06,4.3786693e-11,5.1991373e-06,4.3786693e-11,5.0746246e-06,4.3786693e-11,6.8532553e-06
4.3886693e-11,5.4525434e-06,4.3886693e-11,5.1759231e-06,4.3886693e-11,5.05234e-06,4.3886693e-11,6.8198581e-06
4.3986693e-11,5.4285806e-06,4.3986693e-11,5.1528851e-06,4.3986693e-11,5.0302222e-06,4.3986693e-11,6.7866907e-06
4.4086693e-11,5.404795e-06,4.4086693e-11,5.1300216e-06,4.4086693e-11,5.0082696e-06,4.4086693e-11,6.7537514e-06
4.4186693e-11,5.3811849e-06,4.4186693e-11,5.1073309e-06,4.4186693e-11,4.9864806e-06,4.4186693e-11,6.7210385e-06
4.4286693e-11,5.3577486e-06,4.4286693e-11,5.0848112e-06,4.4286693e-11,4.9648537e-06,4.4286693e-11,6.6885502e-06
4.4386693e-11,5.3344845e-06,4.4386693e-11,5.062461e-06,4.4386693e-11,4.9433871e-06,4.4386693e-11,6.6562849e-06
4.4486693e-11,5.3113909e-06,4.4486693e-11,5.0402785e-06,4.4486693e-11,4.9220795e-06,4.4486693e-11,6.624241e-06
4.4586693e-11,5.2884662e-06,4.4586693e-11,5.0182622e-06,4.4586693e-11,4.9009292e-06,4.4586693e-11,6.5924166e-06
4.4686693e-11,5.2657089e-06,4.4686693e-11,4.9964104e-06,4.4686693e-11,4.8799347e-06,4.4686693e-11,6.5608101e-06
4.4786693e-11,5.2431173e-06,4.4786693e-11,4.9747216e-06,4.4786693e-11,4.8590945e-06,4.4786693e-11,6.52942e-06
4.4886693e-11,5.2206899e-06,4.4886693e-11,4.9531941e-06,4.4886693e-11,4.8384072e-06,4.4886693e-11,6.4982444e-06
4.4986693e-11,5.1984252e-06,4.4986693e-11,4.9318264e-06,4.4986693e-11,4.8178712e-06,4.4986693e-11,6.4672818e-06
4.5086693e-11,5.1763216e-06,4.5086693e-11,4.9106169e-06,4.5086693e-11,4.7974852e-06,4.5086693e-11,6.4365305e-06
4.5186693e-11,5.1543776e-06,4.5186693e-11,4.8895642e-06,4.5186693e-11,4.7772476e-06,4.5186693e-11,6.4059889e-06
4.5286693e-11,5.1325917e-06,4.5286693e-11,4.8686667e-06,4.5286693e-11,4.7571571e-06,4.5286693e-11,6.3756554e-06
4.5386693e-11,5.1109624e-06,4.5386693e-11,4.8479229e-06,4.5386693e-11,4.7372122e-06,4.5386693e-11,6.3455284e-06
4.5486693e-11,5.0894883e-06,4.5486693e-11,4.8273313e-06,4.5486693e-11,4.7174115e-06,4.5486693e-11,6.3156063e-06
4.5586693e-11,5.0681679e-06,4.5586693e-11,4.8068906e-06,4.5586693e-11,4.6977537e-06,4.5586693e-11,6.2858875e-06
4.5686693e-11,5.0469998e-06,4.5686693e-11,4.7865992e-06,4.5686693e-11,4.6782374e-06,4.5686693e-11,6.2563704e-06
4.5786693e-11,5.0259826e-06,4.5786693e-11,4.7664556e-06,4.5786693e-11,4.6588613e-06,4.5786693e-11,6.2270534e-06
4.5886693e-11,5.0051149e-06,4.5886693e-11,4.7464587e-06,4.5886693e-11,4.639624e-06,4.5886693e-11,6.1979351e-06
4.5986693e-11,4.9843952e-06,4.5986693e-11,4.7266068e-06,4.5986693e-11,4.6205241e-06,4.5986693e-11,6.1690139e-06
4.6086693e-11,4.9638223e-06,4.6086693e-11,4.7068986e-06,4.6086693e-11,4.6015605e-06,4.6086693e-11,6.1402882e-06
4.6186693e-11,4.9433947e-06,4.6186693e-11,4.6873329e-06,4.6186693e-11,4.5827318e-06,4.6186693e-11,6.1117565e-06
4.6286693e-11,4.9231112e-06,4.6286693e-11,4.6679081e-06,4.6286693e-11,4.5640366e-06,4.6286693e-11,6.0834173e-06
4.6386693e-11,4.9029703e-06,4.6386693e-11,4.6486231e-06,4.6386693e-11,4.5454739e-06,4.6386693e-11,6.0552691e-06
4.6486693e-11,4.8829709e-06,4.6486693e-11,4.6294764e-06,4.6486693e-11,4.5270423e-06,4.6486693e-11,6.0273104e-06
4.6586693e-11,4.8631116e-06,4.6586693e-11,4.6104669e-06,4.6586693e-11,4.5087405e-06,4.6586693e-11,5.9995397e-06
4.6686693e-11,4.8433911e-06,4.6686693e-11,4.5915932e-06,4.6686693e-11,4.4905674e-06,4.6686693e-11,5.9719556e-06
4.6786693e-11,4.8238081e-06,4.6786693e-11,4.572854e-06,4.6786693e-11,4.4725218e-06,4.6786693e-11,5.9445566e-06
4.6886693e-11,4.8043615e-06,4.6886693e-11,4.554248e-06,4.6886693e-11,4.4546025e-06,4.6886693e-11,5.9173413e-06
4.6986693e-11,4.78505e-06,4.6986693e-11,4.5357742e-06,4.6986693e-11,4.4368082e-06,4.6986693e-11,5.8903082e-06
4.7086693e-11,4.7658723e-06,4.7086693e-11,4.5174311e-06,4.7086693e-11,4.4191379e-06,4.7086693e-11,5.8634559e-06
4.7186693e-11,4.7468272e-06,4.7186693e-11,4.4992177e-06,4.7186693e-11,4.4015904e-06,4.7186693e-11,5.8367829e-06
4.7286693e-11,4.7279136e-06,4.7286693e-11,4.4811327e-06,4.7286693e-11,4.3841646e-06,4.7286693e-11,5.8102879e-06
4.7386693e-11,4.7091303e-06,4.7386693e-11,4.4631749e-06,4.7386693e-11,4.3668593e-06,4.7386693e-11,5.7839696e-06
4.7486693e-11,4.690476e-06,4.7486693e-11,4.4453431e-06,4.7486693e-11,4.3496734e-06,4.7486693e-11,5.7578264e-06
4.7586693e-11,4.6719497e-06,4.7586693e-11,4.4276362e-06,4.7586693e-11,4.3326058e-06,4.7586693e-11,5.731857e-06
4.7686693e-11,4.6535501e-06,4.7686693e-11,4.410053e-06,4.7686693e-11,4.3156555e-06,4.7686693e-11,5.7060601e-06
4.7786693e-11,4.6352761e-06,4.7786693e-11,4.3925924e-06,4.7786693e-11,4.2988213e-06,4.7786693e-11,5.6804344e-06
4.7886693e-11,4.6171266e-06,4.7886693e-11,4.3752533e-06,4.7886693e-11,4.2821023e-06,4.7886693e-11,5.6549784e-06
4.7986693e-11,4.5991005e-06,4.7986693e-11,4.3580345e-06,4.7986693e-11,4.2654973e-06,4.7986693e-11,5.6296908e-06
4.8086693e-11,4.5811967e-06,4.8086693e-11,4.3409349e-06,4.8086693e-11,4.2490054e-06,4.8086693e-11,5.6045704e-06
4.8186693e-11,4.563414e-06,4.8186693e-11,4.3239535e-06,4.8186693e-11,4.2326254e-06,4.8186693e-11,5.5796158e-06
4.8286693e-11,4.5457515e-06,4.8286693e-11,4.3070892e-06,4.8286693e-11,4.2163564e-06,4.8286693e-11,5.5548257e-06
4.8386693e-11,4.528208e-06,4.8386693e-11,4.2903408e-06,4.8386693e-11,4.2001974e-06,4.8386693e-11,5.5301988e-06
4.8486693e-11,4.5107824e-06,4.8486693e-11,4.2737074e-06,4.8486693e-11,4.1841473e-06,4.8486693e-11,5.5057339e-06
4.8586693e-11,4.4934738e-06,4.8586693e-11,4.2571879e-06,4.8586693e-11,4.1682052e-06,4.8586693e-11,5.4814297e-06
4.8686693e-11,4.4762811e-06,4.8686693e-11,4.2407813e-06,4.8686693e-11,4.1523701e-06,4.8686693e-11,5.4572849e-06
4.8786693e-11,4.4592032e-06,4.8786693e-11,4.2244865e-06,4.8786693e-11,4.1366411e-06,4.8786693e-11,5.4332983e-06
4.8886693e-11,4.4422392e-06,4.8886693e-11,4.2083025e-06,4.8886693e-11,4.1210171e-06,4.8886693e-11,5.4094687e-06
4.8986693e-11,4.4253881e-06,4.8986693e-11,4.1922284e-06,4.8986693e-11,4.1054972e-06,4.8986693e-11,5.3857947e-06
4.9086693e-11,4.4086488e-06,4.9086693e-11,4.1762631e-06,4.9086693e-11,4.0900805e-06,4.9086693e-11,5.3622753e-06
4.9186693e-11,4.3920204e-06,4.9186693e-11,4.1604057e-06,4.9186693e-11,4.0747661e-06,4.9186693e-11,5.3389092e-06
4.9286693e-11,4.375502e-06,4.9286693e-11,4.1446552e-06,4.9286693e-11,4.059553e-06,4.9286693e-11,5.3156952e-06
4.9386693e-11,4.3590925e-06,4.9386693e-11,4.1290108e-06,4.9386693e-11,4.0444404e-06,4.9386693e-11,5.2926322e-06
4.9486693e-11,4.3427911e-06,4.9486693e-11,4.1134713e-06,4.9486693e-11,4.0294273e-06,4.9486693e-11,5.2697189e-06
4.9586693e-11,4.3265967e-06,4.9586693e-11,4.098036e-06,4.9586693e-11,4.0145129e-06,4.9586693e-11,5.2469541e-06
4.9686693e-11,4.3105086e-06,4.9686693e-11,4.0827039e-06,4.9686693e-11,3.9996962e-06,4.9686693e-11,5.2243368e-06
4.9786693e-11,4.2945257e-06,4.9786693e-11,4.0674741e-06,4.9786693e-11,3.9849765e-06,4.9786693e-11,5.2018658e-06
4.9886693e-11,4.2786472e-06,4.9886693e-11,4.0523458e-06,4.9886693e-11,3.9703529e-06,4.9886693e-11,5.17954e-06
4.9986693e-11,4.2628722e-06,4.9986693e-11,4.0373179e-06,4.9986693e-11,3.9558244e-06,4.9986693e-11,5.1573581e-06
5.0086693e-11,4.2471997e-06,5.0086693e-11,4.0223897e-06,5.0086693e-11,3.9413904e-06,5.0086693e-11,5.1353192e-06
5.0186693e-11,4.231629e-06,5.0186693e-11,4.0075603e-06,5.0186693e-11,3.9270499e-06,5.0186693e-11,5.113422e-06
5.0286693e-11,4.2161592e-06,5.0286693e-11,3.9928288e-06,5.0286693e-11,3.9128023e-06,5.0286693e-11,5.0916656e-06
5.0386693e-11,4.2007893e-06,5.0386693e-11,3.9781944e-06,5.0386693e-11,3.8986465e-06,5.0386693e-11,5.0700487e-06
5.0486693e-11,4.1855187e-06,5.0486693e-11,3.9636563e-06,5.0486693e-11,3.884582e-06,5.0486693e-11,5.0485704e-06
5.0586693e-11,4.1703463e-06,5.0586693e-11,3.9492136e-06,5.0586693e-11,3.8706078e-06,5.0586693e-11,5.0272296e-06
5.0686693e-11,4.1552714e-06,5.0686693e-11,3.9348654e-06,5.0686693e-11,3.8567233e-06,5.0686693e-11,5.0060251e-06
5.0786693e-11,4.1402932e-06,5.0786693e-11,3.9206111e-06,5.0786693e-11,3.8429276e-06,5.0786693e-11,4.984956e-06
5.0886693e-11,4.1254108e-06,5.0886693e-11,3.9064497e-06,5.0886693e-11,3.82922e-06,5.0886693e-11,4.9640212e-06
