EventID,ParticleName,IncidentEnergy_keV,TotalEdep_keV,MaxDepthSiC_um,TrackLength_mm,NumSteps,NumSecondaries,MeanEdepPerStep_keV,EdepStdDev_keV,ParticleStopped,FinalKineticEnergy_keV,EnergyEscapeFraction,BraggPeakDepth_um,BraggPeakIntensity_keV,SecondaryTypes
1887,e-,100.000000,100.000000,30.147248,0.061070,14,0,7.142857,5.305943,true,0.000000,0.000000,29.555608,21.606520,
1888,e-,100.000000,100.000000,24.345411,0.048401,12,0,8.333333,4.444941,true,0.000000,0.000000,24.345411,20.352730,
1889,e-,100.000000,100.000000,18.063950,0.054418,13,0,7.692308,5.786518,true,-0.000000,-0.000000,17.975994,22.964948,
1890,e-,100.000000,100.000000,22.668985,0.048410,12,0,8.333333,4.077539,true,0.000000,0.000000,22.668985,17.164195,
1891,e-,100.000000,100.000000,15.334740,0.053411,13,0,7.692308,5.451253,true,0.000000,0.000000,11.859729,17.212255,
1892,e-,100.000000,100.000000,26.100650,0.065898,15,0,6.666667,5.457995,true,0.000000,0.000000,24.426920,24.826689,
1893,e-,100.000000,100.000000,11.350127,0.041105,11,0,9.090909,7.630622,true,-0.000000,-0.000000,7.368032,27.691062,
1894,e-,100.000000,100.000000,28.615771,0.044218,11,0,9.090909,7.343864,true,-0.000000,-0.000000,28.615771,23.330460,
1895,e-,100.000000,100.000000,21.009328,0.062081,15,0,6.666667,4.836321,true,0.000000,0.000000,21.009328,18.891915,
1896,e-,100.000000,100.000000,12.496784,0.055314,17,0,5.882353,4.990894,true,-0.000000,-0.000000,5.393104,22.947412,
1897,e-,100.000000,100.000000,12.081749,0.039832,11,0,9.090909,8.008541,true,-0.000000,-0.000000,11.297339,32.307390,
1898,e-,100.000000,100.000000,15.076645,0.041272,11,0,9.090909,4.834080,true,0.000000,0.000000,2.021039,17.766910,
1899,e-,100.000000,100.000000,30.782654,0.055108,13,0,7.692308,6.085859,true,0.000000,0.000000,30.782654,23.808903,
1900,e-,100.000000,100.000000,20.134199,0.052205,13,0,7.692308,4.767338,true,0.000000,0.000000,12.933307,19.959293,
1901,e-,100.000000,100.000000,13.396639,0.057671,15,0,6.666667,4.019960,true,0.000000,0.000000,8.566608,15.772730,
1902,e-,100.000000,100.000000,17.376668,0.058500,16,0,6.250000,3.686384,true,-0.000000,-0.000000,4.188358,13.604691,
1903,e-,100.000000,100.000000,17.621984,0.068844,17,0,5.882353,3.988147,true,0.000000,0.000000,17.051214,16.229017,
1904,e-,100.000000,7.862658,2.252506,0.005739,3,0,2.620886,1.598664,false,92.137342,0.921373,0.000000,4.881708,
1905,e-,100.000000,100.000000,16.567618,0.047541,12,0,8.333333,7.679777,true,-0.000000,-0.000000,9.353713,26.830809,
1906,e-,100.000000,100.000000,13.634389,0.056243,14,0,7.142857,5.950031,true,-0.000000,-0.000000,6.111454,20.852851,
1907,e-,100.000000,100.000000,23.316830,0.052350,13,0,7.692308,4.294753,true,0.000000,0.000000,22.843171,15.104586,
1908,e-,100.000000,100.000000,13.425748,0.032704,9,0,11.111111,12.536405,true,0.000000,0.000000,7.567312,40.971721,
1909,e-,100.000000,100.000000,36.974312,0.067944,16,0,6.250000,3.948852,true,0.000000,0.000000,34.301011,15.739653,
1910,e-,100.000000,97.290190,11.294317,0.053907,26,0,3.741930,4.246015,true,2.709810,0.027098,0.000000,14.000124,
1911,e-,100.000000,100.000000,39.160957,0.059799,14,0,7.142857,4.660290,true,0.000000,0.000000,39.160957,21.307468,
1912,e-,100.000000,100.000000,20.700863,0.054859,14,0,7.142857,5.076534,true,0.000000,0.000000,20.700863,20.404360,
1913,e-,100.000000,100.000000,21.724779,0.050251,12,0,8.333333,7.201371,true,0.000000,0.000000,13.946041,30.116526,
1914,e-,100.000000,100.000000,25.213870,0.045833,11,0,9.090909,6.454705,true,0.000000,0.000000,24.449806,22.388543,
1915,e-,100.000000,100.000000,31.997471,0.061966,15,0,6.666667,4.655641,true,0.000000,0.000000,31.997471,20.760312,
1916,e-,100.000000,100.000000,20.480087,0.061192,15,0,6.666667,3.905661,true,0.000000,0.000000,20.328375,17.063424,
1917,e-,100.000000,100.000000,15.510148,0.049267,12,0,8.333333,5.846476,true,0.000000,0.000000,2.238443,23.034455,
1918,e-,100.000000,100.000000,26.245127,0.037053,9,0,11.111111,13.650842,true,0.000000,0.000000,23.713995,44.811960,
1919,e-,100.000000,100.000000,23.471156,0.054009,13,0,7.692308,4.762539,true,0.000000,0.000000,22.760296,16.454921,
1920,e-,100.000000,100.000000,14.933550,0.070478,17,0,5.882353,4.820516,true,0.000000,0.000000,6.298106,22.848483,
1921,e-,100.000000,100.000000,29.953941,0.058114,14,0,7.142857,3.711408,true,0.000000,0.000000,29.953941,15.661254,
1922,e-,100.000000,100.000000,24.028654,0.050217,13,0,7.692308,4.652863,true,0.000000,0.000000,24.028654,19.071089,
1923,e-,100.000000,100.000000,40.981163,0.060831,14,0,7.142857,6.892052,true,0.000000,0.000000,40.981163,28.995899,
1924,e-,100.000000,50.819875,18.531578,0.053411,14,0,3.629991,1.528183,false,49.180125,0.491801,6.433393,5.830934,
1925,e-,100.000000,100.000000,22.213975,0.038635,10,0,10.000000,7.725662,true,0.000000,0.000000,15.372885,25.456109,
1926,e-,100.000000,100.000000,18.954497,0.054117,13,0,7.692308,4.815785,true,0.000000,0.000000,12.676303,19.422227,
1927,e-,100.000000,100.000000,38.486338,0.064752,15,0,6.666667,4.613926,true,0.000000,0.000000,37.823361,19.867660,
1928,e-,100.000000,100.000000,39.688521,0.066788,17,0,5.882353,4.277805,true,0.000000,0.000000,39.565135,19.029609,
1929,e-,100.000000,100.000000,27.474633,0.058008,14,0,7.142857,3.979087,true,-0.000000,-0.000000,26.962516,14.518229,
1930,e-,100.000000,100.000000,30.162430,0.068537,16,0,6.250000,5.028190,true,0.000000,0.000000,22.950882,20.611106,
1931,e-,100.000000,100.000000,29.332867,0.059030,14,0,7.142857,5.572164,true,0.000000,0.000000,29.049263,23.079885,
1932,e-,100.000000,22.496232,6.554676,0.023919,10,0,2.249623,1.212608,false,77.503768,0.775038,6.554676,3.932094,
1933,e-,100.000000,100.000000,40.330245,0.061371,14,0,7.142857,6.180647,true,0.000000,0.000000,34.783991,23.038679,
1934,e-,100.000000,100.000000,12.691135,0.061123,19,0,5.263158,5.656238,true,0.000000,0.000000,6.223944,22.534438,
1935,e-,100.000000,100.000000,23.312911,0.053898,13,0,7.692308,4.775866,true,-0.000000,-0.000000,20.002488,16.281456,
1936,e-,100.000000,41.252730,8.761037,0.040444,13,0,3.173287,1.662604,false,58.747270,0.587473,5.850642,5.937457,
1937,e-,100.000000,100.000000,25.939641,0.056487,14,0,7.142857,4.820910,true,0.000000,0.000000,25.939641,17.627302,
1938,e-,100.000000,100.000000,13.495206,0.059122,15,0,6.666667,5.810463,true,0.000000,0.000000,6.408446,22.620136,
1939,e-,100.000000,100.000000,12.099950,0.044437,12,0,8.333333,7.114177,true,0.000000,0.000000,11.603344,22.692797,
1940,e-,100.000000,100.000000,21.511642,0.056689,14,0,7.142857,4.075830,true,0.000000,0.000000,19.282280,15.824902,
1941,e-,100.000000,100.000000,26.679974,0.055987,13,0,7.692308,5.221650,true,-0.000000,-0.000000,26.679974,21.753008,
1942,e-,100.000000,100.000000,23.932892,0.063144,15,0,6.666667,5.129037,true,0.000000,0.000000,23.483045,22.793123,
1943,e-,100.000000,100.000000,41.221341,0.055481,14,0,7.142857,6.310631,true,-0.000000,-0.000000,40.376138,24.559521,
1944,e-,100.000000,100.000000,28.490193,0.057695,14,0,7.142857,6.432003,true,-0.000000,-0.000000,27.026966,22.770258,
1945,e-,100.000000,100.000000,31.817229,0.052518,13,0,7.692308,4.959710,true,0.000000,0.000000,31.817229,19.834290,
1946,e-,100.000000,100.000000,19.124271,0.059378,14,0,7.142857,4.570296,true,0.000000,0.000000,19.073950,18.861259,
1947,e-,100.000000,100.000000,34.116564,0.059489,14,0,7.142857,5.520494,true,0.000000,0.000000,30.765041,20.812487,
1948,e-,100.000000,100.000000,19.477629,0.059473,14,0,7.142857,5.369391,true,0.000000,0.000000,18.574992,19.168335,
1949,e-,100.000000,100.000000,27.643228,0.057444,14,0,7.142857,5.730282,true,-0.000000,-0.000000,26.074808,18.920761,
1950,e-,100.000000,100.000000,34.648334,0.054966,14,0,7.142857,4.893966,true,0.000000,0.000000,34.648334,19.339103,
1951,e-,100.000000,100.000000,30.110086,0.056401,14,0,7.142857,5.269761,true,0.000000,0.000000,25.194320,23.896205,
1952,e-,100.000000,100.000000,26.778348,0.063926,15,0,6.666667,5.099436,true,0.000000,0.000000,24.696507,22.290503,
1953,e-,100.000000,100.000000,24.590793,0.054015,13,0,7.692308,5.955305,true,0.000000,0.000000,22.017923,22.192126,
1954,e-,100.000000,100.000000,32.772055,0.051943,13,0,7.692308,5.463456,true,0.000000,0.000000,32.772055,20.166888,
1955,e-,100.000000,100.000000,31.448356,0.058564,14,0,7.142857,4.239435,true,0.000000,0.000000,31.222774,19.082690,
1956,e-,100.000000,44.859822,11.347402,0.039636,12,0,3.738319,2.364101,false,55.140178,0.551402,6.806096,8.463417,
1957,e-,100.000000,100.000000,28.214744,0.049831,12,0,8.333333,5.388136,true,-0.000000,-0.000000,27.853094,21.678107,
1958,e-,100.000000,100.000000,34.479009,0.062468,15,0,6.666667,4.327200,true,0.000000,0.000000,31.563693,19.331547,
1959,e-,100.000000,100.000000,31.471226,0.056691,14,0,7.142857,5.772773,true,-0.000000,-0.000000,18.734237,21.339585,
1960,e-,100.000000,100.000000,37.009450,0.060807,14,0,7.142857,6.560070,true,-0.000000,-0.000000,34.028609,23.698988,
1961,e-,100.000000,100.000000,30.901765,0.056592,14,0,7.142857,6.188177,true,-0.000000,-0.000000,30.901765,23.987568,
1962,e-,100.000000,48.173286,15.686278,0.042169,12,0,4.014440,1.815246,false,51.826714,0.518267,13.642939,7.241308,
1963,e-,100.000000,100.000000,33.027022,0.061434,15,0,6.666667,4.585896,true,-0.000000,-0.000000,32.962922,17.062563,
1964,e-,100.000000,100.000000,21.702921,0.049857,13,0,7.692308,5.632637,true,-0.000000,-0.000000,21.550284,21.189249,
1965,e-,100.000000,39.517600,8.461911,0.026104,9,0,4.390844,2.721182,false,60.482400,0.604824,4.978876,10.059804,
1966,e-,100.000000,13.620981,3.297385,0.014882,7,0,1.945854,0.673175,false,86.379019,0.863790,1.916521,3.265374,
1967,e-,100.000000,100.000000,8.613368,0.052589,17,0,5.882353,3.750075,true,-0.000000,-0.000000,1.963507,16.375342,
1968,e-,100.000000,100.000000,26.289371,0.052374,13,0,7.692308,8.706741,true,0.000000,0.000000,25.632987,33.540919,
1969,e-,100.000000,100.000000,24.340061,0.037791,10,0,10.000000,5.610129,true,0.000000,0.000000,23.678128,17.159458,
1970,e-,100.000000,100.000000,26.122676,0.055103,13,0,7.692308,7.221264,true,-0.000000,-0.000000,24.182042,27.293866,
1971,e-,100.000000,100.000000,36.474413,0.059926,14,0,7.142857,5.558559,true,-0.000000,-0.000000,32.924616,21.506286,
1972,e-,100.000000,100.000000,22.194109,0.062435,15,0,6.666667,4.425242,true,-0.000000,-0.000000,22.085951,15.000087,
1973,e-,100.000000,100.000000,25.693543,0.042205,11,0,9.090909,9.885057,true,-0.000000,-0.000000,24.660967,35.649555,
1974,e-,100.000000,100.000000,18.755925,0.055898,14,0,7.142857,4.864673,true,0.000000,0.000000,14.605321,15.686560,
1975,e-,100.000000,100.000000,14.600681,0.058362,14,0,7.142857,4.459552,true,-0.000000,-0.000000,6.666001,16.306650,
1976,e-,100.000000,100.000000,9.303705,0.051683,30,0,3.333333,2.486168,true,-0.000000,-0.000000,1.734126,10.853468,
1977,e-,100.000000,48.257150,12.903857,0.027642,8,0,6.032144,7.821446,false,51.742850,0.517428,10.574029,26.266872,
1978,e-,100.000000,100.000000,25.528814,0.075095,17,0,5.882353,5.638393,true,0.000000,0.000000,21.896643,25.167307,
1979,e-,100.000000,100.000000,15.164707,0.044437,11,0,9.090909,7.234623,true,0.000000,0.000000,9.457248,24.054736,
1980,e-,100.000000,100.000000,24.621443,0.055353,14,0,7.142857,4.991659,true,0.000000,0.000000,17.380467,21.450367,
1981,e-,100.000000,12.281227,3.972085,0.013278,7,0,1.754461,1.111030,false,87.718773,0.877188,2.377870,3.828052,
1982,e-,100.000000,100.000000,34.411538,0.070704,17,0,5.882353,4.428993,true,0.000000,0.000000,34.411538,21.340889,
1983,e-,100.000000,100.000000,26.268684,0.065131,15,0,6.666667,4.265033,true,0.000000,0.000000,26.268684,15.137114,
1984,e-,100.000000,100.000000,32.050090,0.059397,14,0,7.142857,5.912697,true,0.000000,0.000000,30.444361,20.667467,
1985,e-,100.000000,100.000000,16.030957,0.043108,11,0,9.090909,6.479801,true,0.000000,0.000000,15.213459,24.552362,
1986,e-,100.000000,100.000000,25.645462,0.039295,10,0,10.000000,7.303688,true,-0.000000,-0.000000,17.162261,20.075344,
1987,e-,100.000000,100.000000,30.602338,0.053251,13,0,7.692308,4.649986,true,-0.000000,-0.000000,30.105059,18.181985,
1988,e-,100.000000,100.000000,21.915009,0.052136,13,0,7.692308,4.753819,true,-0.000000,-0.000000,21.915009,17.392185,
1989,e-,100.000000,100.000000,35.882829,0.066084,15,0,6.666667,5.597464,true,-0.000000,-0.000000,35.240737,24.870539,
1990,e-,100.000000,100.000000,39.404542,0.060118,14,0,7.142857,5.436183,true,0.000000,0.000000,39.404542,23.413021,
1991,e-,100.000000,85.674175,13.008374,0.042393,14,0,6.119584,5.731599,false,14.325825,0.143258,7.944623,21.493717,
1992,e-,100.000000,100.000000,29.971251,0.058445,14,0,7.142857,6.433915,true,-0.000000,-0.000000,28.903540,22.868424,
1993,e-,100.000000,100.000000,22.662559,0.047329,12,0,8.333333,8.171327,true,0.000000,0.000000,20.754361,31.143740,
1994,e-,100.000000,100.000000,42.277492,0.061323,15,0,6.666667,6.023011,true,-0.000000,-0.000000,42.277492,23.616925,
1995,e-,100.000000,100.000000,37.453279,0.058766,14,0,7.142857,5.903337,true,-0.000000,-0.000000,35.988266,22.788614,
1996,e-,100.000000,100.000000,17.564020,0.057390,14,0,7.142857,7.022007,true,0.000000,0.000000,15.109229,25.540547,
1997,e-,100.000000,100.000000,25.784353,0.042663,11,0,9.090909,6.022117,true,0.000000,0.000000,13.131727,21.670676,
1998,e-,100.000000,100.000000,35.444467,0.060216,14,0,7.142857,5.513171,true,0.000000,0.000000,35.162607,20.272539,
1999,e-,100.000000,55.252449,17.889331,0.047843,15,0,3.683497,2.378343,false,44.747551,0.447476,5.530663,8.505392,
2000,e-,100.000000,23.742559,4.134480,0.026846,12,0,1.978547,0.690392,false,76.257441,0.762574,3.564391,3.244564,
2001,e-,100.000000,100.000000,26.991469,0.058698,15,0,6.666667,5.596922,true,-0.000000,-0.000000,26.921410,22.057618,
2002,e-,100.000000,100.000000,19.556731,0.053063,13,0,7.692308,5.436452,true,0.000000,0.000000,19.056038,22.660622,
2003,e-,100.000000,100.000000,29.829046,0.069680,16,0,6.250000,4.120135,true,0.000000,0.000000,26.270717,17.757675,
2004,e-,100.000000,100.000000,11.516109,0.058824,18,0,5.555556,5.551345,true,0.000000,0.000000,10.721003,26.644694,
2005,e-,100.000000,100.000000,32.350453,0.064930,15,0,6.666667,4.526446,true,-0.000000,-0.000000,27.557077,16.273042,
2006,e-,100.000000,100.000000,31.523961,0.066120,17,0,5.882353,4.477249,true,-0.000000,-0.000000,31.523961,18.374128,
2007,e-,100.000000,100.000000,34.433821,0.062728,15,0,6.666667,4.886942,true,0.000000,0.000000,31.081951,16.603330,
2008,e-,100.000000,19.687032,5.032050,0.020412,8,0,2.460879,0.877897,false,80.312968,0.803130,1.787135,4.136879,
2009,e-,100.000000,100.000000,16.203073,0.058692,15,0,6.666667,6.653259,true,-0.000000,-0.000000,6.856014,23.241050,
2010,e-,100.000000,100.000000,34.107760,0.068895,16,0,6.250000,4.498578,true,-0.000000,-0.000000,34.107760,17.971972,
2011,e-,100.000000,100.000000,25.982383,0.059752,15,0,6.666667,4.514305,true,-0.000000,-0.000000,24.751825,19.670087,
2012,e-,100.000000,100.000000,17.968591,0.059834,14,0,7.142857,5.273291,true,0.000000,0.000000,9.982231,22.140620,
2013,e-,100.000000,100.000000,17.494242,0.044041,11,0,9.090909,5.258560,true,-0.000000,-0.000000,12.454882,18.463222,
2014,e-,100.000000,100.000000,37.917347,0.059908,14,0,7.142857,5.301657,true,-0.000000,-0.000000,37.917347,22.326696,
2015,e-,100.000000,100.000000,20.881247,0.068768,16,0,6.250000,4.185849,true,0.000000,0.000000,14.334549,19.135028,
2016,e-,100.000000,100.000000,40.535320,0.056173,14,0,7.142857,4.919013,true,0.000000,0.000000,34.319589,17.617087,
2017,e-,100.000000,100.000000,23.733230,0.056201,14,0,7.142857,5.229125,true,-0.000000,-0.000000,20.930126,19.491416,
2018,e-,100.000000,100.000000,25.687352,0.067467,15,0,6.666667,5.580591,true,0.000000,0.000000,24.161844,25.164154,
2019,e-,100.000000,100.000000,21.836068,0.034744,9,0,11.111111,7.907281,true,-0.000000,-0.000000,7.500915,25.657425,
2020,e-,100.000000,28.065038,6.292829,0.020325,9,0,3.118338,2.463486,false,71.934962,0.719350,2.660509,7.138828,
2021,e-,100.000000,100.000000,35.671069,0.057225,14,0,7.142857,6.449216,true,0.000000,0.000000,35.609131,27.193933,
2022,e-,100.000000,100.000000,42.712650,0.056738,14,0,7.142857,4.751434,true,-0.000000,-0.000000,40.350538,15.804383,
2023,e-,100.000000,100.000000,14.805280,0.062960,15,0,6.666667,4.328912,true,0.000000,0.000000,13.968240,17.120840,
2024,e-,100.000000,100.000000,38.236206,0.071363,17,0,5.882353,3.868901,true,0.000000,0.000000,38.236206,17.852787,
2025,e-,100.000000,100.000000,42.226753,0.071366,16,0,6.250000,4.731630,true,0.000000,0.000000,41.687304,22.449022,
2026,e-,100.000000,100.000000,18.624269,0.055416,13,0,7.692308,5.730595,true,0.000000,0.000000,16.922735,20.255195,
2027,e-,100.000000,60.577380,14.652029,0.045403,13,0,4.659798,2.397515,false,39.422620,0.394226,6.705172,8.170016,
2028,e-,100.000000,100.000000,27.394202,0.047847,12,0,8.333333,6.664799,true,0.000000,0.000000,24.275228,21.807746,
2029,e-,100.000000,49.252385,12.582911,0.040569,12,0,4.104365,2.776653,false,50.747615,0.507476,2.733989,10.378116,
2030,e-,100.000000,100.000000,41.840503,0.068512,16,0,6.250000,5.513290,true,0.000000,0.000000,41.840503,24.184354,
2031,e-,100.000000,100.000000,31.344825,0.065298,16,0,6.250000,4.931569,true,0.000000,0.000000,30.561961,22.880117,
2032,e-,100.000000,100.000000,17.182668,0.053053,13,0,7.692308,5.066744,true,0.000000,0.000000,4.373706,21.684100,
2033,e-,100.000000,100.000000,10.473286,0.054241,16,0,6.250000,4.548926,true,0.000000,0.000000,9.185565,18.322682,
2034,e-,100.000000,100.000000,33.581676,0.057660,14,0,7.142857,4.862753,true,0.000000,0.000000,33.476301,21.265632,
2035,e-,100.000000,100.000000,27.819043,0.058348,14,0,7.142857,4.341486,true,0.000000,0.000000,25.617452,16.262992,
2036,e-,100.000000,100.000000,23.921861,0.054523,13,0,7.692308,4.501947,true,0.000000,0.000000,16.866126,17.499758,
2037,e-,100.000000,100.000000,13.418838,0.060818,14,0,7.142857,5.654534,true,0.000000,0.000000,6.593419,24.241831,
2038,e-,100.000000,100.000000,20.570129,0.057096,14,0,7.142857,5.095743,true,0.000000,0.000000,17.438703,22.356904,
2039,e-,100.000000,100.000000,18.066863,0.059553,14,0,7.142857,5.216014,true,-0.000000,-0.000000,16.345239,20.834863,
2040,e-,100.000000,100.000000,32.914718,0.057318,14,0,7.142857,5.910216,true,-0.000000,-0.000000,32.912879,23.848812,
2041,e-,100.000000,100.000000,26.919701,0.057251,14,0,7.142857,4.764283,true,0.000000,0.000000,26.117284,17.551313,
2042,e-,100.000000,100.000000,27.855860,0.038729,10,0,10.000000,10.261271,true,0.000000,0.000000,24.046583,34.537257,
2043,e-,100.000000,100.000000,29.653650,0.065532,16,0,6.250000,4.303594,true,0.000000,0.000000,26.035638,17.797873,
2044,e-,100.000000,100.000000,27.730689,0.045631,11,0,9.090909,7.744528,true,0.000000,0.000000,27.730689,27.821455,
2045,e-,100.000000,100.000000,35.904714,0.052009,13,0,7.692308,5.025378,true,0.000000,0.000000,34.334344,17.860614,
2046,e-,100.000000,100.000000,21.915084,0.062760,16,0,6.250000,4.627576,true,0.000000,0.000000,21.427060,17.464140,
2047,e-,100.000000,100.000000,21.290437,0.053589,13,0,7.692308,7.754106,true,0.000000,0.000000,21.276540,29.338788,
2048,e-,100.000000,100.000000,22.427661,0.062024,15,0,6.666667,4.478306,true,0.000000,0.000000,20.958107,16.778570,
2049,e-,100.000000,100.000000,33.060579,0.059389,14,0,7.142857,5.087738,true,0.000000,0.000000,30.738020,17.690426,
2050,e-,100.000000,100.000000,37.912851,0.064227,15,0,6.666667,5.487209,true,0.000000,0.000000,37.912851,23.870123,
2051,e-,100.000000,100.000000,14.358956,0.070375,16,0,6.250000,5.532469,true,0.000000,0.000000,11.487375,25.147253,
2052,e-,100.000000,100.000000,32.120596,0.050757,13,0,7.692308,5.190106,true,0.000000,0.000000,32.120596,22.636259,
2053,e-,100.000000,100.000000,12.330360,0.053270,13,0,7.692308,5.369507,true,0.000000,0.000000,10.859611,18.095546,
2054,e-,100.000000,78.972446,30.663748,0.047236,13,0,6.074804,5.067157,false,21.027554,0.210276,30.663748,19.002983,
2055,e-,100.000000,100.000000,30.763828,0.066830,16,0,6.250000,4.163947,true,0.000000,0.000000,25.884332,16.738523,
2056,e-,100.000000,100.000000,30.823674,0.054702,13,0,7.692308,5.676190,true,0.000000,0.000000,30.318726,22.274848,
2057,e-,100.000000,100.000000,23.090456,0.064462,15,0,6.666667,5.629201,true,0.000000,0.000000,13.406195,24.647319,
2058,e-,100.000000,100.000000,11.016866,0.056213,16,0,6.250000,6.644419,true,-0.000000,-0.000000,9.039373,28.515173,
2059,e-,100.000000,100.000000,21.858782,0.061994,15,0,6.666667,5.332002,true,0.000000,0.000000,12.950740,23.450363,
2060,e-,100.000000,100.000000,27.894107,0.039065,10,0,10.000000,8.357824,true,-0.000000,-0.000000,23.981152,25.475660,
2061,e-,100.000000,100.000000,15.606582,0.051964,13,0,7.692308,4.897687,true,0.000000,0.000000,8.125114,18.210289,
2062,e-,100.000000,100.000000,24.596019,0.064852,15,0,6.666667,4.963539,true,0.000000,0.000000,24.596019,21.797247,
2063,e-,100.000000,100.000000,22.970166,0.066161,15,0,6.666667,5.357758,true,-0.000000,-0.000000,15.179633,24.034091,
2064,e-,100.000000,100.000000,21.778753,0.057304,14,0,7.142857,4.293629,true,0.000000,0.000000,20.424236,15.476308,
2065,e-,100.000000,100.000000,25.427152,0.052773,13,0,7.692308,6.704374,true,0.000000,0.000000,20.380967,25.012808,
2066,e-,100.000000,100.000000,19.135949,0.061735,15,0,6.666667,4.273001,true,-0.000000,-0.000000,15.166519,16.027276,
2067,e-,100.000000,100.000000,32.824277,0.047237,12,0,8.333333,6.256400,true,-0.000000,-0.000000,26.205999,21.234964,
2068,e-,100.000000,100.000000,24.413819,0.049048,12,0,8.333333,4.165031,true,0.000000,0.000000,22.746405,18.238702,
2069,e-,100.000000,100.000000,19.477741,0.065435,15,0,6.666667,5.403139,true,0.000000,0.000000,13.977932,23.665219,
2070,e-,100.000000,100.000000,20.461081,0.059168,14,0,7.142857,4.432037,true,0.000000,0.000000,15.482208,16.912433,
2071,e-,100.000000,100.000000,13.310718,0.048755,12,0,8.333333,5.362871,true,0.000000,0.000000,10.711329,18.920547,
2072,e-,100.000000,100.000000,23.717591,0.044960,11,0,9.090909,6.749286,true,-0.000000,-0.000000,22.182990,22.094361,
2073,e-,100.000000,100.000000,42.649495,0.066387,16,0,6.250000,4.289239,true,0.000000,0.000000,42.507693,16.959076,
2074,e-,100.000000,100.000000,15.921527,0.057553,14,0,7.142857,5.325748,true,0.000000,0.000000,6.150187,24.810211,
2075,e-,100.000000,11.086536,2.171459,0.012430,6,0,1.847756,0.561068,false,88.913464,0.889135,1.615441,2.968407,
2076,e-,100.000000,100.000000,19.606385,0.049972,12,0,8.333333,5.668872,true,-0.000000,-0.000000,16.516317,19.906544,
2077,e-,100.000000,21.432184,7.501763,0.019954,8,0,2.679023,1.299007,false,78.567816,0.785678,4.432065,5.228093,
2078,e-,100.000000,46.506105,8.351185,0.038562,12,0,3.875509,2.173900,false,53.493895,0.534939,8.351185,8.081514,
2079,e-,100.000000,100.000000,28.866418,0.056992,14,0,7.142857,4.965049,true,0.000000,0.000000,27.834400,15.864198,
2080,e-,100.000000,100.000000,29.041679,0.062260,14,0,7.142857,5.889151,true,-0.000000,-0.000000,24.587963,25.665170,
2081,e-,100.000000,100.000000,27.554881,0.055861,14,0,7.142857,4.922067,true,-0.000000,-0.000000,25.068003,20.380688,
2082,e-,100.000000,100.000000,29.297312,0.067618,16,0,6.250000,3.404374,true,0.000000,0.000000,25.323347,14.752311,
2083,e-,100.000000,100.000000,36.227690,0.066945,16,0,6.250000,4.021771,true,0.000000,0.000000,36.104370,16.923680,
2084,e-,100.000000,100.000000,19.934636,0.060529,15,0,6.666667,4.623362,true,0.000000,0.000000,16.956814,17.189451,
2085,e-,100.000000,100.000000,38.113527,0.055437,14,0,7.142857,6.147679,true,0.000000,0.000000,38.107095,24.905063,
2086,e-,100.000000,100.000000,15.728254,0.054229,13,0,7.692308,5.044558,true,-0.000000,-0.000000,13.743638,20.329574,
2087,e-,100.000000,100.000000,22.690220,0.052519,13,0,7.692308,5.385531,true,0.000000,0.000000,22.287733,19.702957,
2088,e-,100.000000,100.000000,21.918823,0.063672,15,0,6.666667,5.691201,true,-0.000000,-0.000000,21.833206,21.946741,
2089,e-,100.000000,100.000000,15.957099,0.048321,12,0,8.333333,6.234987,true,0.000000,0.000000,10.103853,21.407567,
2090,e-,100.000000,100.000000,20.673880,0.037989,10,0,10.000000,8.840670,true,0.000000,0.000000,13.331585,26.274975,
2091,e-,100.000000,61.197092,13.371820,0.055489,16,0,3.824818,1.879263,false,38.802908,0.388029,4.585262,6.058213,
2092,e-,100.000000,100.000000,24.036816,0.038974,10,0,10.000000,10.916610,true,0.000000,0.000000,22.695325,37.425300,
2093,e-,100.000000,100.000000,26.731709,0.050487,12,0,8.333333,7.021898,true,-0.000000,-0.000000,26.731709,24.541425,
2094,e-,100.000000,37.163700,8.901976,0.032726,11,0,3.378518,2.144247,false,62.836300,0.628363,4.154450,8.630670,
2095,e-,100.000000,17.444696,5.071886,0.012782,6,0,2.907449,1.744014,false,82.555304,0.825553,3.210732,5.932579,
2096,e-,100.000000,12.652023,2.330208,0.016960,9,0,1.405780,0.859915,false,87.347977,0.873480,2.294973,3.023389,
2097,e-,100.000000,100.000000,31.383263,0.048726,12,0,8.333333,6.726593,true,0.000000,0.000000,29.235884,28.230542,
2098,e-,100.000000,100.000000,26.211816,0.049785,13,0,7.692308,5.191711,true,0.000000,0.000000,23.745985,18.161460,
2099,e-,100.000000,100.000000,29.022671,0.054668,13,0,7.692308,7.450927,true,0.000000,0.000000,24.373542,27.722952,
2100,e-,100.000000,100.000000,33.292236,0.053358,13,0,7.692308,5.912236,true,0.000000,0.000000,30.275991,20.346414,
2101,e-,100.000000,100.000000,26.175024,0.065428,16,0,6.250000,4.837482,true,0.000000,0.000000,16.053265,22.360426,
2102,e-,100.000000,73.501803,16.660317,0.061809,17,0,4.323635,2.522459,false,26.498197,0.264982,16.660317,11.310676,
2103,e-,100.000000,100.000000,31.993200,0.063086,14,0,7.142857,5.995975,true,0.000000,0.000000,31.993200,24.897544,
